"ID_VIV","ID_HOG","ID_PER","UPM","VIV_SEL","HOGAR","N_REN","RESUL_POB","PM6_1","PM6_2_1","PM6_2_2","PM6_2_3","PM6_3_1","PM6_3_2","PM6_3_3","PM6_3_4","PM6_3_5","PM6_3_6","PM6_4_1","PM6_4_2","PM6_4_3","PM6_4_4","PM6_4_5","PM6_5_1","PM6_5_2","PM6_5_3","PM6_5_4","PM6_5_5","PM6_6_01","PM6_6_02","PM6_6_03","PM6_6_04","PM6_6_05","PM6_6_06","PM6_6_07","PM6_6_08","PM6_6_09","PM6_6_10","PM6_7_1","PM6_7_2","PM6_7_3","PM6_7_4","PM6_7_5","PM6_7_6","PM6_8_1","PM6_8_2","PM6_8_3","PM6_8_4","PM6_8_5","PM6_8_6","PM6_8_7","PM6_8_8","PM6_8_9","PM6_9_1","PM6_9_2","PM6_9_3","PM6_9_4","PM6_9_5","PM6_9_6","PM6_9_7","SEXO","EDAD","P4_1_06","ENT","TLOC","DOMINIO","ESTRATO","EST_DIS","UPM_DIS","FAC_NIN"
"0100129.02
","0100129.02.1
","0100129.02.1.05
","0100129
","02
","1
","05
","A
","1
","2
","2
","2
","1
","1
","1
","1
","1
","1
","2
","2
","2
","1
","2
","3
","1
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","4
","4
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","11
","1
","01
","1
","U
","2
","004
","00030
","376
"
"0100129.02
","0100129.02.1
","0100129.02.1.06
","0100129
","02
","1
","06
","A
","2
","4
","3
","2
","1
","1
","1
","1
","1
","1
","1
","2
","2
","1
","1
","3
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","4
","4
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","1
","09
","1
","01
","1
","U
","2
","004
","00030
","376
"
"0100130.03
","0100130.03.1
","0100130.03.1.05
","0100130
","03
","1
","05
","A
","1
","2
","4
","2
","1
","1
","1
","1
","1
","1
","2
","2
","2
","1
","2
","3
","3
","3
","3
","3
","1
","1
","1
","1
","2
","1
","1
","3
","1
","4
","2
","2
","2
","2
","2
","2
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","1
","2
","1
","10
","1
","01
","1
","U
","2
","004
","00030
","386
"
"0100130.03
","0100130.03.1
","0100130.03.1.06
","0100130
","03
","1
","06
","A
","9
","1
","3
","4
","1
","1
","1
","1
","1
","1
","1
","1
","2
","1
","2
","3
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","4
","2
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","09
","1
","01
","1
","U
","2
","004
","00030
","386
"
"0100141.05
","0100141.05.1
","0100141.05.1.04
","0100141
","05
","1
","04
","A
","1
","1
","1
","8
","1
","1
","1
","1
","1
","1
","9
","9
","2
","2
","2
","3
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","10
","1
","01
","1
","U
","3
","005
","00032
","306
"
"0100152.02
","0100152.02.1
","0100152.02.1.04
","0100152
","02
","1
","04
","A
","1
","3
","2
","3
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","3
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","1
","2
","2
","1
","10
","1
","01
","1
","U
","3
","005
","00035
","318
"
"0100155.05
","0100155.05.1
","0100155.05.1.05
","0100155
","05
","1
","05
","A
","2
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","3
","3
","3
","3
","1
","1
","1
","2
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","2
","1
","11
","1
","01
","1
","U
","3
","005
","00035
","314
"
"0100162.02
","0100162.02.1
","0100162.02.1.04
","0100162
","02
","1
","04
","A
","1
","2
","2
","3
","1
","2
","2
","1
","2
","1
","2
","2
","2
","1
","2
","3
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","4
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","10
","1
","01
","1
","U
","4
","006
","00037
","307
"
"0100178.01
","0100178.01.1
","0100178.01.1.04
","0100178
","01
","1
","04
","A
","1
","1
","1
","4
","9
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","3
","3
","3
","3
","1
","1
","1
","9
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","10
","1
","01
","1
","U
","3
","005
","00041
","307
"
"0100182.05
","0100182.05.1
","0100182.05.1.04
","0100182
","05
","1
","04
","A
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","09
","1
","01
","1
","U
","3
","005
","00041
","307
"
"0100183.01
","0100183.01.1
","0100183.01.1.04
","0100183
","01
","1
","04
","A
","1
","1
","1
","2
","1
","1
","1
","2
","2
","1
","1
","2
","2
","2
","2
","3
","1
","3
","2
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","4
","1
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","10
","1
","01
","1
","U
","3
","005
","00042
","332
"
"0100195.04
","0100195.04.1
","0100195.04.1.04
","0100195
","04
","1
","04
","A
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","3
","2
","2
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","4
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","10
","1
","01
","1
","U
","3
","005
","00043
","116
"
"0100196.05
","0100196.05.1
","0100196.05.1.02
","0100196
","05
","1
","02
","A
","1
","1
","2
","8
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","3
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","4
","2
","1
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","10
","1
","01
","1
","U
","3
","005
","00043
","109
"
"0100197.05
","0100197.05.1
","0100197.05.1.04
","0100197
","05
","1
","04
","A
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","10
","1
","01
","1
","U
","3
","005
","00043
","122
"
"0100215.01
","0100215.01.1
","0100215.01.1.04
","0100215
","01
","1
","04
","A
","1
","2
","2
","3
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","3
","3
","3
","3
","1
","1
","1
","1
","3
","1
","1
","1
","1
","4
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","10
","1
","01
","1
","U
","2
","004
","00048
","191
"
"0100218.02
","0100218.02.1
","0100218.02.1.04
","0100218
","02
","1
","04
","A
","1
","2
","1
","4
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","9
","3
","3
","9
","4
","1
","1
","5
","5
","1
","1
","1
","1
","4
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","11
","1
","01
","1
","U
","2
","004
","00048
","194
"
"0100220.03
","0100220.03.1
","0100220.03.1.05
","0100220
","03
","1
","05
","A
","2
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","4
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","11
","1
","01
","1
","U
","2
","004
","00048
","201
"
"0100222.04
","0100222.04.1
","0100222.04.1.06
","0100222
","04
","1
","06
","A
","2
","2
","1
","4
","1
","1
","1
","1
","1
","1
","2
","2
","1
","2
","2
","1
","3
","2
","2
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","11
","1
","01
","1
","U
","2
","004
","00048
","196
"
"0100232.04
","0100232.04.1
","0100232.04.1.06
","0100232
","04
","1
","06
","A
","1
","2
","2
","4
","1
","1
","1
","1
","9
","1
","2
","1
","2
","2
","2
","3
","3
","3
","3
","3
","1
","1
","1
","3
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","1
","2
","2
","1
","2
","1
","1
","1
","2
","1
","1
","2
","1
","11
","1
","01
","1
","U
","2
","004
","00050
","390
"
"0100232.04
","0100232.04.1
","0100232.04.1.07
","0100232
","04
","1
","07
","A
","1
","1
","1
","3
","1
","2
","2
","1
","1
","1
","2
","1
","2
","2
","2
","3
","3
","3
","3
","3
","1
","1
","1
","3
","1
","1
","1
","1
","1
","4
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","10
","1
","01
","1
","U
","2
","004
","00050
","390
"
"0100238.05
","0100238.05.1
","0100238.05.1.04
","0100238
","05
","1
","04
","A
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","3
","3
","3
","1
","5
","5
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","1
","1
","1
","2
","1
","2
","1
","10
","1
","01
","1
","U
","3
","005
","00051
","303
"
"0100251.04
","0100251.04.1
","0100251.04.1.03
","0100251
","04
","1
","03
","A
","1
","1
","2
","3
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","09
","1
","01
","1
","U
","3
","005
","00054
","347
"
"0100257.01
","0100257.01.1
","0100257.01.1.09
","0100257
","01
","1
","09
","A
","1
","1
","2
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","4
","1
","1
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","09
","1
","01
","1
","U
","2
","004
","00056
","192
"
"0100273.01
","0100273.01.1
","0100273.01.1.03
","0100273
","01
","1
","03
","A
","2
","2
","1
","4
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","3
","3
","3
","3
","1
","1
","1
","1
","1
","3
","1
","1
","1
","4
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","11
","1
","01
","1
","U
","3
","005
","00060
","270
"
"0100286.01
","0100286.01.1
","0100286.01.1.08
","0100286
","01
","1
","08
","A
","1
","2
","2
","2
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","3
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","11
","1
","01
","1
","U
","3
","005
","00063
","147
"
"0100286.01
","0100286.01.1
","0100286.01.1.09
","0100286
","01
","1
","09
","A
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","3
","3
","3
","3
","9
","1
","9
","1
","1
","1
","1
","1
","1
","1
","9
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","09
","1
","01
","1
","U
","3
","005
","00063
","147
"
"0100291.04
","0100291.04.1
","0100291.04.1.05
","0100291
","04
","1
","05
","A
","2
","2
","2
","2
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","1
","1
","2
","1
","2
","2
","09
","1
","01
","1
","U
","3
","005
","00063
","188
"
"0100293.05
","0100293.05.1
","0100293.05.1.03
","0100293
","05
","1
","03
","A
","1
","2
","2
","8
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","3
","3
","3
","3
","1
","1
","1
","1
","1
","9
","1
","3
","1
","4
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","2
","2
","2
","11
","1
","01
","1
","U
","3
","005
","00063
","156
"
"0100322.01
","0100322.01.1
","0100322.01.1.08
","0100322
","01
","1
","08
","A
","2
","2
","1
","2
","1
","1
","2
","1
","1
","1
","2
","2
","2
","2
","1
","3
","3
","3
","3
","3
","1
","1
","1
","3
","1
","1
","1
","1
","1
","4
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","10
","1
","01
","1
","U
","2
","004
","00070
","385
"
"0100322.01
","0100322.01.1
","0100322.01.1.09
","0100322
","01
","1
","09
","A
","2
","3
","3
","4
","1
","1
","1
","1
","1
","1
","2
","9
","2
","1
","2
","3
","3
","3
","3
","3
","1
","1
","1
","3
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","10
","1
","01
","1
","U
","2
","004
","00070
","385
"
"0100352.03
","0100352.03.1
","0100352.03.1.03
","0100352
","03
","1
","03
","A
","2
","3
","3
","4
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","3
","3
","3
","2
","1
","1
","1
","2
","1
","1
","1
","4
","1
","4
","1
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","1
","2
","1
","11
","1
","01
","1
","U
","4
","006
","00077
","366
"
"0100366.03
","0100366.03.1
","0100366.03.1.09
","0100366
","03
","1
","09
","A
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","11
","1
","01
","1
","U
","3
","005
","00080
","356
"
"0100366.03
","0100366.03.1
","0100366.03.1.10
","0100366
","03
","1
","10
","A
","9
","1
","1
","3
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","09
","1
","01
","1
","U
","3
","005
","00080
","356
"
"0100376.04
","0100376.04.1
","0100376.04.1.03
","0100376
","04
","1
","03
","A
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","3
","3
","3
","9
","1
","1
","1
","1
","1
","1
","1
","1
","1
","4
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","11
","1
","01
","1
","U
","3
","005
","00082
","262
"
"0100376.04
","0100376.04.1
","0100376.04.1.04
","0100376
","04
","1
","04
","A
","1
","1
","1
","1
","9
","2
","2
","1
","9
","1
","2
","2
","2
","2
","2
","3
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","3
","4
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","09
","1
","01
","1
","U
","3
","005
","00082
","262
"
"0100382.01
","0100382.01.1
","0100382.01.1.05
","0100382
","01
","1
","05
","A
","1
","2
","2
","3
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","10
","1
","01
","1
","U
","3
","005
","00084
","301
"
"0100397.03
","0100397.03.1
","0100397.03.1.03
","0100397
","03
","1
","03
","A
","1
","2
","2
","4
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","3
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","4
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","09
","1
","01
","1
","U
","2
","004
","00087
","394
"
"0100409.02
","0100409.02.1
","0100409.02.1.03
","0100409
","02
","1
","03
","A
","1
","1
","1
","1
","1
","1
","1
","1
","2
","1
","1
","1
","2
","2
","1
","3
","3
","3
","3
","2
","4
","1
","1
","1
","1
","1
","1
","1
","1
","4
","2
","2
","2
","1
","2
","2
","2
","2
","1
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","2
","2
","2
","09
","1
","01
","1
","U
","3
","005
","00090
","301
"
"0100411.04
","0100411.04.1
","0100411.04.1.04
","0100411
","04
","1
","04
","A
","1
","4
","2
","2
","1
","1
","1
","1
","1
","1
","2
","2
","2
","1
","2
","3
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","4
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","09
","1
","01
","1
","U
","3
","005
","00090
","305
"
"0100412.01
","0100412.01.1
","0100412.01.1.05
","0100412
","01
","1
","05
","A
","2
","2
","1
","4
","1
","1
","1
","1
","1
","1
","2
","2
","2
","1
","2
","3
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","4
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","10
","1
","01
","1
","U
","2
","004
","00091
","323
"
"0100432.02
","0100432.02.1
","0100432.02.1.03
","0100432
","02
","1
","03
","A
","1
","2
","2
","8
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","8
","3
","3
","3
","3
","1
","1
","9
","1
","1
","1
","1
","1
","1
","5
","2
","2
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","1
","09
","1
","01
","1
","U
","2
","004
","00095
","348
"
"0100440.01
","0100440.01.1
","0100440.01.1.03
","0100440
","01
","1
","03
","A
","2
","3
","1
","4
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","1
","3
","3
","2
","3
","4
","1
","1
","1
","1
","1
","1
","1
","1
","4
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","11
","1
","01
","1
","U
","3
","005
","00097
","255
"
"0100440.01
","0100440.01.1
","0100440.01.1.04
","0100440
","01
","1
","04
","A
","1
","3
","2
","3
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","1
","3
","3
","3
","3
","4
","1
","1
","1
","1
","1
","1
","1
","1
","4
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","09
","1
","01
","1
","U
","3
","005
","00097
","255
"
"0100443.04
","0100443.04.1
","0100443.04.1.04
","0100443
","04
","1
","04
","A
","2
","2
","1
","2
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","2
","1
","2
","1
","11
","1
","01
","1
","U
","3
","005
","00097
","301
"
"0100444.05
","0100444.05.2
","0100444.05.2.03
","0100444
","05
","2
","03
","A
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","1
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","1
","11
","1
","01
","1
","U
","3
","005
","00097
","284
"
"0100444.05
","0100444.05.2
","0100444.05.2.04
","0100444
","05
","2
","04
","A
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","1
","3
","3
","2
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","1
","09
","1
","01
","1
","U
","3
","005
","00097
","284
"
"0100450.01
","0100450.01.1
","0100450.01.1.06
","0100450
","01
","1
","06
","A
","1
","1
","2
","3
","1
","1
","1
","1
","1
","1
","2
","2
","1
","1
","2
","3
","3
","3
","3
","3
","1
","1
","1
","1
","5
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","2
","2
","1
","2
","2
","1
","2
","2
","2
","1
","11
","1
","01
","1
","U
","3
","005
","00099
","352
"
